precio,tipo_inmueble,numero_habitaciones,numero_banos,metros_cuadrados,barrio_ubicacion
$ 5.000.000,"Apartamento en Medellín, Antioquia",3 Habs. ,2 Baños,110 m²,"Apartamento en arriendo en el poblado, medellín"
$ 1.600.000,"Apartamento en Medellín, Antioquia",2 Habs. ,1 Baño,55 m²,"Apartamento en arriendo en el salvador, medellín"
$ 4.300.000,"Apartamento en Medellín, Antioquia",3 Habs. ,2 Baños,93 m²,"Apartamento en arriendo en la visitación, medellín"
$ 1.500.000,"Apartamento en Medellín, Antioquia",2 Habs. ,1 Baño,54 m²,"Apartamento en arriendo en centro administrativo, medellín"
$ 1.800.000,"Apartamento en Medellín, Antioquia",2 Habs. ,1 Baño,84 m²,"Apartamento en arriendo en belen las playas, medellín"
$ 4.400.000,"Apartamento en Medellín, Antioquia",3 Habs. ,2 Baños,100 m²,"Apartamento en arriendo en san diego, medellín"
$ 2.200.000,"Apartamento en Medellín, Antioquia",2 Habs. ,2 Baños,65 m²,"Apartamento en arriendo en laureles, medellín"
$ 7.000.000,"Apartamento en Medellín, Antioquia",3 Habs. ,4 Baños,130 m²,"Apartamento en arriendo en el poblado, medellín"
$ 2.000.000,"Apartamento en Medellín, Antioquia",2 Habs. ,2 Baños,55 m²,"Apartamento en arriendo en vía las palmas, medellín"
$ 980.000,"Apartamento en Medellín, Antioquia",4 Habs. ,1 Baño,54 m²,"Apartamento en arriendo en enciso, medellín"
$ 1.300.000,"Apartamento en Medellín, Antioquia",2 Habs. ,1 Baño,60 m²,"Apartamento en arriendo en cordoba, medellín"
$ 4.500.000,"Apartamento en Medellín, Antioquia",4 Habs. ,3 Baños,110 m²,"Apartamento en arriendo en laureles, medellín"
$ 1.400.000,"Apartamento en Medellín, Antioquia",3 Habs. ,1 Baño,50 m²,"Apartamento en arriendo en robledo, medellín"
$ 2.850.000,"Apartamento en Medellín, Antioquia",3 Habs. ,2 Baños,70 m²,"Apartamento en arriendo en belén, medellín"
$ 3.700.000,"Apartamento en Medellín, Antioquia",3 Habs. ,3 Baños,100 m²,Apartamento en arriendo en medellín
$ 3.200.000,"Apartamento en Medellín, Antioquia",3 Habs. ,2 Baños,84 m²,"Apartamento en arriendo en laureles, medellín"
$ 4.300.000,"Apartamento en Medellín, Antioquia",3 Habs. ,2 Baños,80 m²,"Apartamento en arriendo en loma del indio, medellín"
$ 3.000.000,"Apartamento en Medellín, Antioquia",3 Habs. ,3 Baños,90 m²,Apartamento en arriendo en medellín
$ 3.500.000,"Apartamento en Medellín, Antioquia",5 Habs. ,3 Baños,200 m²,"Apartamento en arriendo en santa mónica, medellín"
$ 5.500.000,"Apartamento en Medellín, Antioquia",2 Habs. ,2 Baños,100 m²,"Apartamento en arriendo en alejandria, medellín"
$ 5.500.000,"Apartamento en Medellín, Antioquia",2 Habs. ,3 Baños,104 m²,"Apartamento en arriendo en el poblado, medellín"
$ 2.700.000,"Apartamento en Medellín, Antioquia",2 Habs. ,2 Baños,90 m²,"Apartamento en arriendo en santa mónica, medellín"
$ 8.150.000,"Casa en Medellín, Antioquia",4 Habs. ,5 Baños,267 m²,Casa en arriendo en medellín
$ 3.800.000,"Apartamento en Medellín, Antioquia",3 Habs. ,2 Baños,76 m²,"Apartamento en arriendo en loma del indio, medellín"
$ 2.800.000,"Apartamento en Medellín, Antioquia",3 Habs. ,2 Baños,90 m²,"Apartamento en arriendo en la floresta, medellín"
$ 4.500.000,"Apartamento en Medellín, Antioquia",2 Habs. ,2 Baños,80 m²,"Apartamento en arriendo en el poblado, medellín"
$ 2.200.000,"Apartamento en Medellín, Antioquia",3 Habs. ,2 Baños,65 m²,"Apartamento en arriendo en loma de los bernal, medellín"
$ 2.000.000,"Apartamento en Medellín, Antioquia",2 Habs. ,1 Baño,54 m²,"Apartamento en arriendo en belén las mercedes, medellín"
$ 2.600.000,"Apartamento en Medellín, Antioquia",3 Habs. ,2 Baños,95 m²,"Apartamento en arriendo en belén las mercedes, medellín"
$ 3.900.000,"Apartamento en Medellín, Antioquia",3 Habs. ,2 Baños,71 m²,"Apartamento en arriendo en loma de los bernal, medellín"
$ 6.200.000,"Apartamento en Medellín, Antioquia",3 Habs. ,2 Baños,108 m²,"Apartamento en arriendo en santa maria de los angeles, medellín"
$ 1.150.000,"Apartamento en Medellín, Antioquia",2 Habs. ,1 Baño,55 m²,"Apartamento en arriendo en san antonio de prado, medellín"
$ 5.500.000,"Apartamento en Medellín, Antioquia",2 Habs. ,3 Baños,110 m²,"Apartamento en arriendo en el poblado, medellín"
$ 1.900.000,"Apartamento en Medellín, Antioquia",3 Habs. ,2 Baños,55 m²,"Apartamento en arriendo en calasanz, medellín"
$ 3.300.000,"Apartamento en Medellín, Antioquia",3 Habs. ,2 Baños,86 m²,"Apartamento en arriendo en la mota, medellín"
$ 980.000,"Apartamento en Medellín, Antioquia",4 Habs. ,1 Baño,54 m²,"Apartamento en arriendo en enciso, medellín"
$ 17.000.000,"Apartamento en Medellín, Antioquia",3 Habs. ,4 Baños,129 m²,"Apartamento en arriendo en castropol, medellín"
$ 15.500.000,"Apartamento en Medellín, Antioquia",3 Habs. ,4 Baños,176 m²,"Apartamento en arriendo en el poblado, medellín"
$ 1.300.000,"Apartamento en Medellín, Antioquia",2 Habs. ,1 Baño,60 m²,"Apartamento en arriendo en cordoba, medellín"
$ 4.500.000,"Apartamento en Medellín, Antioquia",4 Habs. ,3 Baños,110 m²,"Apartamento en arriendo en laureles, medellín"
$ 7.000.000,"Apartamento en Medellín, Antioquia",3 Habs. ,4 Baños,130 m²,"Apartamento en arriendo en el poblado, medellín"
$ 4.500.000,"Apartamento en Medellín, Antioquia",3 Habs. ,3 Baños,190 m²,"Apartamento en arriendo en laureles, medellín"
$ 4.500.000,"Apartamento en Medellín, Antioquia",3 Habs. ,3 Baños,110 m²,"Apartamento en arriendo en el velodromo, medellín"
$ 5.000.000,"Apartamento en Medellín, Antioquia",3 Habs. ,2 Baños,110 m²,"Apartamento en arriendo en el poblado, medellín"
$ 1.600.000,"Apartamento en Medellín, Antioquia",2 Habs. ,1 Baño,55 m²,"Apartamento en arriendo en el salvador, medellín"
$ 4.300.000,"Apartamento en Medellín, Antioquia",3 Habs. ,2 Baños,93 m²,"Apartamento en arriendo en la visitación, medellín"
$ 1.800.000,"Apartamento en Medellín, Antioquia",2 Habs. ,1 Baño,84 m²,"Apartamento en arriendo en belen las playas, medellín"
$ 4.400.000,"Apartamento en Medellín, Antioquia",3 Habs. ,2 Baños,100 m²,"Apartamento en arriendo en san diego, medellín"
$ 2.200.000,"Apartamento en Medellín, Antioquia",2 Habs. ,2 Baños,65 m²,"Apartamento en arriendo en laureles, medellín"
$ 1.500.000,"Apartamento en Medellín, Antioquia",2 Habs. ,1 Baño,54 m²,"Apartamento en arriendo en centro administrativo, medellín"
$ 8.500.000,"Apartamento en Medellín, Antioquia",3 Habs. ,2 Baños,130 m²,"Apartamento en arriendo en transversal superior, medellín"
$ 2.000.000,"Apartamento en Medellín, Antioquia",2 Habs. ,2 Baños,55 m²,"Apartamento en arriendo en vía las palmas, medellín"
$ 3.400.000,"Apartamento en Medellín, Antioquia",4 Habs. ,3 Baños,100 m²,"Apartamento en arriendo en belén rosales, medellín"
$ 4.800.000,"Apartamento en Medellín, Antioquia",1 Hab ,2 Baños,50 m²,Apartamento en arriendo en medellín
$ 2.600.000,"Casa en Medellín, Antioquia",5 Habs. ,3 Baños,170 m²,"Casa en arriendo en belén, medellín"
$ 7.300.000,"Apartamento en Medellín, Antioquia",1 Hab ,2 Baños,90 m²,"Apartamento en arriendo en el campestre, medellín"
$ 4.800.000,"Apartamento en Medellín, Antioquia",1 Hab ,2 Baños,50 m²,Apartamento en arriendo en medellín
$ 9.000.000,"Apartamento en Medellín, Antioquia",4 Habs. ,6 Baños,218 m²,"Apartamento en arriendo en el poblado, medellín"
$ 4.500.000,"Apartamento en Medellín, Antioquia",4 Habs. ,4 Baños,190 m²,"Apartamento en arriendo en laureles, medellín"
$ 7.000.000,"Apartamento en Medellín, Antioquia",3 Habs. ,2 Baños,90 m²,"Apartamento en arriendo en oviedo, medellín"
$ 18.400.000,"Apartamento en Medellín, Antioquia",2 Habs. ,3 Baños,125 m²,"Apartamento en arriendo en milla de oro, medellín"
$ 13.500.000,"Apartamento en Medellín, Antioquia",2 Habs. ,2 Baños,205 m²,"Apartamento en arriendo en el poblado, medellín"
$ 2.400.000,"Apartamento en Medellín, Antioquia",2 Habs. ,2 Baños,54 m²,"Apartamento en arriendo en calasanz parte alta, medellín"
$ 2.400.000,"Apartamento en Medellín, Antioquia",3 Habs. ,2 Baños,80 m²,"Apartamento en arriendo en estadio, medellín"
$ 3.200.000,"Apartamento en Medellín, Antioquia",4 Habs. ,4 Baños,120 m²,"Apartamento en arriendo en calasanz, medellín"
$ 9.000.000,"Apartamento en Medellín, Antioquia",3 Habs. ,4 Baños,218 m²,"Apartamento en arriendo en el poblado, medellín"
$ 2.100.000,"Apartamento en Medellín, Antioquia",2 Habs. ,1 Baño,50 m²,"Apartamento en arriendo en el velodromo, medellín"
$ 8.000.000,"Casa en Medellín, Antioquia",5 Habs. ,3 Baños,270 m²,"Casa en arriendo en prado, medellín"
$ 1.750.000,"Apartamento en Medellín, Antioquia",2 Habs. ,1 Baño,50 m²,"Apartamento en arriendo en el chagualo, medellín"
$ 2.400.000,"Apartamento en Medellín, Antioquia",3 Habs. ,2 Baños,66 m²,"Apartamento en arriendo en santa mónica, medellín"
$ 6.400.000,"Apartamento en Medellín, Antioquia",3 Habs. ,3 Baños,140 m²,"Apartamento en arriendo en zuñiga, medellín"
$ 3.800.000,"Apartamento en Medellín, Antioquia",3 Habs. ,3 Baños,105 m²,"Apartamento en arriendo en loma de los bernal, medellín"
$ 8.000.000,"Apartamento en Medellín, Antioquia",2 Habs. ,2 Baños,91 m²,"Apartamento en arriendo en alejandria, medellín"
$ 1.750.000,"Apartamento en Medellín, Antioquia",2 Habs. ,1 Baño,55 m²,"Apartamento en arriendo en los colores, medellín"
$ 2.500.000,"Apartamento en Medellín, Antioquia",3 Habs. ,2 Baños,70 m²,"Apartamento en arriendo en la pilarica, medellín"
$ 3.100.000,"Apartamento en Medellín, Antioquia",3 Habs. ,2 Baños,48 m²,"Apartamento en arriendo en vía las palmas, medellín"
$ 7.400.000,"Apartamento en Medellín, Antioquia",3 Habs. ,4 Baños,150 m²,"Apartamento en arriendo en el poblado, medellín"
$ 2.300.000,"Apartamento en Medellín, Antioquia",3 Habs. ,2 Baños,65 m²,"Apartamento en arriendo en belén los alpes, medellín"
$ 8.000.000,"Apartamento en Medellín, Antioquia",3 Habs. ,4 Baños,265 m²,"Apartamento en arriendo en el poblado, medellín"
$ 8.500.000,"Apartamento en Medellín, Antioquia",3 Habs. ,3 Baños,160 m²,"Apartamento en arriendo en el poblado, medellín"
$ 1.600.000,"Apartamento en Medellín, Antioquia",2 Habs. ,2 Baños,60 m²,"Apartamento en arriendo en las palmas, medellín"
$ 150.000,"Casa en Medellín, Antioquia",4 Habs. ,1 Baño,70 m²,"Casa en arriendo en campo valdes no.1, medellín"
$ 3.500.000,"Apartamento en Medellín, Antioquia",2 Habs. ,3 Baños,87 m²,"Apartamento en arriendo en san diego, medellín"
$ 2.500.000,"Apartamento en Medellín, Antioquia",3 Habs. ,2 Baños,65 m²,Apartamento en arriendo en medellín
$ 1.700.000,"Apartamento en Medellín, Antioquia",3 Habs. ,2 Baños,52 m²,"Apartamento en arriendo en robledo, medellín"
$ 4.100.000,"Apartamento en Medellín, Antioquia",3 Habs. ,2 Baños,80 m²,"Apartamento en arriendo en el poblado, medellín"
$ 1.500.000,"Apartamento en Medellín, Antioquia",3 Habs. ,1 Baño,50 m²,"Apartamento en arriendo en robledo, medellín"
$ 3.000.000,"Apartamento en Medellín, Antioquia",2 Habs. ,2 Baños,80 m²,"Apartamento en arriendo en san joaquin, medellín"
$ 1.150.000,"Apartamento en Medellín, Antioquia",2 Habs. ,1 Baño,60 m²,"Apartamento en arriendo en buenos aires, medellín"
$ 5.000.000,"Apartamento en Medellín, Antioquia",2 Habs. ,2 Baños,91 m²,"Apartamento en arriendo en el poblado, medellín"
$ 800.000,"Apartamento en Medellín, Antioquia",1 Hab ,1 Baño,20 m²,"Apartamento en arriendo en san antonio de prado, medellín"
$ 5.200.000,"Apartamento en Medellín, Antioquia",2 Habs. ,2 Baños,110 m²,Apartamento en arriendo en medellín
$ 1.350.000,"Apartamento en Medellín, Antioquia",3 Habs. ,1 Baño,60 m²,Apartamento en arriendo en medellín
$ 3.700.000,"Apartamento en Medellín, Antioquia",3 Habs. ,2 Baños,80 m²,"Apartamento en arriendo en la pilarica, medellín"
$ 2.550.000,"Apartamento en Medellín, Antioquia",2 Habs. ,2 Baños,66 m²,"Apartamento en arriendo en calasanz, medellín"
$ 650.000,"Apartamento en Medellín, Antioquia",1 Hab ,1 Baño,30 m²,"Apartamento en arriendo en san antonio de prado, medellín"
$ 1.050.000,"Apartamento en Medellín, Antioquia",1 Hab ,1 Baño,35 m²,"Apartamento en arriendo en belén las mercedes, medellín"
$ 3.500.000,"Apartamento en Medellín, Antioquia",3 Habs. ,2 Baños,130 m²,"Apartamento en arriendo en laureles, medellín"
$ 3.300.000,"Apartamento en Medellín, Antioquia",4 Habs. ,2 Baños,135 m²,"Apartamento en arriendo en laureles, medellín"
$ 1.850.000,"Apartamento en Medellín, Antioquia",3 Habs. ,2 Baños,70 m²,"Apartamento en arriendo en calasanz, medellín"
$ 2.650.000,"Apartamento en Medellín, Antioquia",2 Habs. ,2 Baños,55 m²,"Apartamento en arriendo en laureles, medellín"
$ 1.600.000,"Casa en Medellín, Antioquia",2 Habs. ,1 Baño,50 m²,Casa en arriendo en medellín
$ 1.450.000,"Apartamento en Medellín, Antioquia",3 Habs. ,2 Baños,92 m²,"Apartamento en arriendo en cabañitas, medellín"
$ 4.700.000,"Apartamento en Medellín, Antioquia",3 Habs. ,3 Baños,180 m²,"Apartamento en arriendo en el poblado, medellín"
$ 3.980.000,"Casa en Medellín, Antioquia",4 Habs. ,2 Baños,200 m²,"Casa en arriendo en laureles, medellín"
$ 2.100.000,"Apartamento en Medellín, Antioquia",3 Habs. ,2 Baños,64 m²,"Apartamento en arriendo en los angeles, medellín"
$ 1.800.000,"Apartamento en Medellín, Antioquia",3 Habs. ,1 Baño,80 m²,"Apartamento en arriendo en loreto, medellín"
$ 3.700.000,"Apartamento en Medellín, Antioquia",3 Habs. ,2 Baños,72 m²,"Apartamento en arriendo en castropol, medellín"
$ 3.800.000,"Apartamento en Medellín, Antioquia",3 Habs. ,3 Baños,90 m²,"Apartamento en arriendo en castropol, medellín"
$ 1.200.000,"Apartamento en Medellín, Antioquia",3 Habs. ,2 Baños,55 m²,"Apartamento en arriendo en laureles, medellín"
$ 11.000.000,"Apartamento en Medellín, Antioquia",3 Habs. ,3 Baños,154 m²,"Apartamento en arriendo en el poblado, medellín"
$ 1.700.000,"Apartamento en Medellín, Antioquia",3 Habs. ,2 Baños,60 m²,"Apartamento en arriendo en san javier, medellín"
$ 4.000.000,"Apartamento en Medellín, Antioquia",2 Habs. ,2 Baños,85 m²,"Apartamento en arriendo en el poblado, medellín"
$ 2.000.000,"Apartamento en Medellín, Antioquia",3 Habs. ,2 Baños,60 m²,"Apartamento en arriendo en rodeo alto, medellín"
$ 4.400.000,"Apartamento en Medellín, Antioquia",2 Habs. ,2 Baños,93 m²,"Apartamento en arriendo en los balsos, medellín"
$ 3.500.000,"Apartamento en Medellín, Antioquia",3 Habs. ,2 Baños,76 m²,"Apartamento en arriendo en belén, medellín"
$ 1.150.000,"Apartamento en Medellín, Antioquia",2 Habs. ,1 Baño,42 m²,"Apartamento en arriendo en san antonio de prado, medellín"
$ 2.000.000,"Apartamento en Medellín, Antioquia",2 Habs. ,2 Baños,60 m²,"Apartamento en arriendo en calasanz, medellín"
$ 1.900.000,"Apartamento en Medellín, Antioquia",3 Habs. ,2 Baños,60 m²,"Apartamento en arriendo en calasanz, medellín"
$ 3.700.000,"Apartamento en Medellín, Antioquia",3 Habs. ,2 Baños,75 m²,"Apartamento en arriendo en loma del indio, medellín"
$ 5.500.000,"Apartamento en Medellín, Antioquia",4 Habs. ,4 Baños,145 m²,"Apartamento en arriendo en el poblado, medellín"
$ 1.900.000,"Apartamento en Medellín, Antioquia",3 Habs. ,2 Baños,85 m²,"Apartamento en arriendo en el diamante, medellín"
$ 12.873.000,"Apartamento en Medellín, Antioquia",2 Habs. ,4 Baños,226 m²,"Apartamento en arriendo en los balsos, medellín"
$ 3.550.000,"Apartamento en Medellín, Antioquia",3 Habs. ,2 Baños,80 m²,"Apartamento en arriendo en belén, medellín"
$ 1.300.000,"Apartamento en Medellín, Antioquia",2 Habs. ,1 Baño,52 m²,"Apartamento en arriendo en laureles, medellín"
$ 1.700.000,"Apartamento en Medellín, Antioquia",3 Habs. ,2 Baños,60 m²,"Apartamento en arriendo en san javier, medellín"
$ 3.900.000,"Apartamento en Medellín, Antioquia",1 Hab ,1 Baño,60 m²,"Apartamento en arriendo en provenza, medellín"
$ 4.900.000,"Apartamento en Medellín, Antioquia",3 Habs. ,3 Baños,130 m²,"Apartamento en arriendo en el tesoro, medellín"
$ 1.900.000,"Apartamento en Medellín, Antioquia",3 Habs. ,2 Baños,60 m²,"Apartamento en arriendo en calasanz, medellín"
$ 7.000.000,"Apartamento en Medellín, Antioquia",3 Habs. ,2 Baños,136 m²,"Apartamento en arriendo en el poblado, medellín"
$ 2.800.000,"Apartamento en Medellín, Antioquia",3 Habs. ,2 Baños,72 m²,"Apartamento en arriendo en loma de los bernal, medellín"
$ 2.700.000,"Apartamento en Medellín, Antioquia",3 Habs. ,2 Baños,70 m²,"Apartamento en arriendo en la floresta, medellín"
$ 5.300.000,"Apartamento en Medellín, Antioquia",3 Habs. ,3 Baños,100 m²,"Apartamento en arriendo en el poblado, medellín"
$ 2.250.000,"Apartamento en Medellín, Antioquia",3 Habs. ,1 Baño,74 m²,"Apartamento en arriendo en las brisas, medellín"
$ 4.400.000,"Apartamento en Medellín, Antioquia",3 Habs. ,3 Baños,115 m²,"Apartamento en arriendo en conquistadores, medellín"
$ 1.500.000,"Apartamento en Medellín, Antioquia",3 Habs. ,1 Baño,42 m²,"Apartamento en arriendo en el chagualo, medellín"
$ 3.400.000,"Apartamento en Medellín, Antioquia",2 Habs. ,2 Baños,63 m²,"Apartamento en arriendo en el poblado, medellín"
$ 6.000.000,"Apartamento en Medellín, Antioquia",2 Habs. ,3 Baños,110 m²,"Apartamento en arriendo en el poblado, medellín"
$ 4.500.000,"Apartamento en Medellín, Antioquia",4 Habs. ,3 Baños,120 m²,"Apartamento en arriendo en el poblado, envigado"
$ 1.800.000,"Apartamento en Medellín, Antioquia",2 Habs. ,2 Baños,56 m²,"Apartamento en arriendo en calasanz, medellín"
$ 2.200.000,"Apartamento en Medellín, Antioquia",3 Habs. ,2 Baños,70 m²,"Apartamento en arriendo en belén rosales, medellín"
$ 2.000.000,"Apartamento en Medellín, Antioquia",3 Habs. ,2 Baños,65 m²,"Apartamento en arriendo en belén rincón, medellín"
$ 3.200.000,"Casa en Medellín, Antioquia",4 Habs. ,2 Baños,142 m²,"Casa en arriendo en belén, medellín"
$ 3.400.000,"Apartamento en Medellín, Antioquia",3 Habs. ,2 Baños,85 m²,"Apartamento en arriendo en loma de los bernal, medellín"
$ 1.450.000,"Apartamento en Medellín, Antioquia",2 Habs. ,1 Baño,50 m²,"Apartamento en arriendo en calasanz, medellín"
$ 1.800.000,"Apartamento en Medellín, Antioquia",3 Habs. ,2 Baños,87 m²,"Apartamento en arriendo en la floresta, medellín"
$ 2.600.000,"Apartamento en Medellín, Antioquia",3 Habs. ,2 Baños,65 m²,"Apartamento en arriendo en loma del indio, medellín"
$ 4.800.000,"Apartamento en Medellín, Antioquia",3 Habs. ,3 Baños,105 m²,"Apartamento en arriendo en lalinde, medellín"
$ 8.000.000,"Apartamento en Medellín, Antioquia",4 Habs. ,4 Baños,163 m²,"Apartamento en arriendo en el poblado, medellín"
$ 2.500.000,"Apartamento en Medellín, Antioquia",2 Habs. ,1 Baño,68 m²,"Apartamento en arriendo en robledo, medellín"
$ 7.900.000,"Casa en Medellín, Antioquia",3 Habs. ,4 Baños,180 m²,Casa en arriendo en medellín
$ 2.200.000,"Apartamento en Medellín, Antioquia",2 Habs. ,2 Baños,55 m²,"Apartamento en arriendo en rodeo alto, medellín"
$ 5.000.000,"Apartamento en Medellín, Antioquia",3 Habs. ,2 Baños,100 m²,"Apartamento en arriendo en loma de los bernal, medellín"
$ 3.600.000,"Casa en Medellín, Antioquia",3 Habs. ,2 Baños,160 m²,"Casa en arriendo en laureles, medellín"
$ 3.500.000,"Apartamento en Medellín, Antioquia",3 Habs. ,3 Baños,90 m²,"Apartamento en arriendo en laureles, medellín"
$ 5.000.000,"Apartamento en Medellín, Antioquia",4 Habs. ,4 Baños,150 m²,"Apartamento en arriendo en altos del poblado, medellín"
$ 3.100.000,"Apartamento en Medellín, Antioquia",2 Habs. ,2 Baños,80 m²,"Apartamento en arriendo en san joaquin, medellín"
$ 5.800.000,"Apartamento en Medellín, Antioquia",2 Habs. ,3 Baños,120 m²,"Apartamento en arriendo en los balsos, medellín"
$ 850.000,"Apartamento en Medellín, Antioquia",2 Habs. ,1 Baño,50 m²,"Apartamento en arriendo en florencia, medellín"
$ 5.000.000,"Apartamento en Medellín, Antioquia",4 Habs. ,4 Baños,150 m²,"Apartamento en arriendo en altos del poblado, medellín"
$ 3.100.000,"Apartamento en Medellín, Antioquia",2 Habs. ,2 Baños,80 m²,"Apartamento en arriendo en san joaquin, medellín"
$ 5.000.000,"Apartamento en Medellín, Antioquia",3 Habs. ,3 Baños,110 m²,Apartamento en arriendo en medellín
$ 2.500.000,"Apartamento en Medellín, Antioquia",3 Habs. ,2 Baños,58 m²,Apartamento en arriendo en medellín
$ 1.400.000,"Apartamento en Medellín, Antioquia",2 Habs. ,1 Baño,36 m²,"Apartamento en arriendo en prado, medellín"
$ 7.000.000,"Casa en Medellín, Antioquia",4 Habs. ,3 Baños,290 m²,"Casa en arriendo en la castellana, medellín"
$ 2.700.000,"Apartamento en Medellín, Antioquia",2 Habs. ,2 Baños,75 m²,"Apartamento en arriendo en el poblado, medellín"
$ 1.200.000,"Apartamento en Medellín, Antioquia",2 Habs. ,1 Baño,50 m²,"Apartamento en arriendo en san antonio de prado, medellín"
$ 2.400.000,"Apartamento en Medellín, Antioquia",3 Habs. ,3 Baños,57 m²,"Apartamento en arriendo en belén, medellín"
$ 5.800.000,"Apartamento en Medellín, Antioquia",2 Habs. ,3 Baños,120 m²,"Apartamento en arriendo en los balsos, medellín"
$ 3.600.000,"Casa en Medellín, Antioquia",3 Habs. ,3 Baños,130 m²,"Casa en arriendo en belén, medellín"
$ 3.800.000,"Apartamento en Medellín, Antioquia",3 Habs. ,2 Baños,63 m²,"Apartamento en arriendo en castropol, medellín"
$ 3.600.000,"Apartamento en Medellín, Antioquia",4 Habs. ,3 Baños,126 m²,"Apartamento en arriendo en loma de la doctora, medellín"
$ 7.000.000,"Apartamento en Medellín, Antioquia",4 Habs. ,3 Baños,150 m²,"Apartamento en arriendo en altos del poblado, medellín"
$ 2.600.000,"Apartamento en Medellín, Antioquia",3 Habs. ,2 Baños,85 m²,"Apartamento en arriendo en san joaquin, medellín"
$ 10.700.000,"Apartamento en Medellín, Antioquia",3 Habs. ,4 Baños,226 m²,"Apartamento en arriendo en el tesoro, medellín"
$ 1.900.000,"Apartamento en Medellín, Antioquia",1 Hab ,2 Baños,55 m²,"Apartamento en arriendo en laureles, medellín"
$ 3.700.000,"Casa en Medellín, Antioquia",3 Habs. ,4 Baños,150 m²,"Casa en arriendo en belén, medellín"
$ 2.290.000,"Apartamento en Medellín, Antioquia",3 Habs. ,2 Baños,55 m²,"Apartamento en arriendo en calasanz, medellín"
$ 1.800.000,"Apartamento en Medellín, Antioquia",2 Habs. ,2 Baños,60 m²,"Apartamento en arriendo en calasanz, medellín"
$ 2.850.000,"Apartamento en Medellín, Antioquia",3 Habs. ,2 Baños,67 m²,"Apartamento en arriendo en belén, medellín"
$ 9.400.000,"Apartamento en Medellín, Antioquia",2 Habs. ,2 Baños,95 m²,"Apartamento en arriendo en el poblado, medellín"
$ 5.000.000,"Apartamento en Medellín, Antioquia",3 Habs. ,2 Baños,90 m²,Apartamento en arriendo en medellín
$ 14.500.000,"Apartamento en Medellín, Antioquia",3 Habs. ,4 Baños,243 m²,"Apartamento en arriendo en la calera, medellín"
$ 4.600.000,"Apartamento en Medellín, Antioquia",2 Habs. ,2 Baños,79 m²,"Apartamento en arriendo en ciudad del río, medellín"
$ 1.500.000,"Apartamento en Medellín, Antioquia",2 Habs. ,1 Baño,55 m²,"Apartamento en arriendo en belén, medellín"
$ 2.600.000,"Casa en Medellín, Antioquia",3 Habs. ,2 Baños,120 m²,"Casa en arriendo en belén, medellín"
$ 2.800.000,"Apartamento en Medellín, Antioquia",2 Habs. ,2 Baños,100 m²,"Apartamento en arriendo en loma de los bernal, medellín"
$ 3.300.000,"Apartamento en Medellín, Antioquia",3 Habs. ,2 Baños,70 m²,"Apartamento en arriendo en san german, medellín"
$ 1.900.000,"Apartamento en Medellín, Antioquia",2 Habs. ,2 Baños,49 m²,Apartamento en arriendo en medellín
$ 1.500.000,"Apartamento en Medellín, Antioquia",2 Habs. ,1 Baño,75 m²,"Apartamento en arriendo en boston, medellín"
$ 3.100.000,"Apartamento en Medellín, Antioquia",2 Habs. ,2 Baños,65 m²,"Apartamento en arriendo en laureles, medellín"
$ 3.000.000,"Apartamento en Medellín, Antioquia",3 Habs. ,2 Baños,63 m²,"Apartamento en arriendo en laureles, medellín"
$ 4.900.000,"Apartamento en Medellín, Antioquia",2 Habs. ,2 Baños,90 m²,"Apartamento en arriendo en laureles, medellín"
$ 4.300.000,"Apartamento en Medellín, Antioquia",2 Habs. ,2 Baños,94 m²,"Apartamento en arriendo en el poblado, medellín"
$ 1.900.000,"Apartamento en Medellín, Antioquia",2 Habs. ,1 Baño,55 m²,"Apartamento en arriendo en laureles, medellín"
$ 3.700.000,"Apartamento en Medellín, Antioquia",4 Habs. ,3 Baños,98 m²,"Apartamento en arriendo en el poblado, medellín"
$ 1.500.000,"Apartamento en Medellín, Antioquia",2 Habs. ,1 Baño,70 m²,"Apartamento en arriendo en santa lucia, medellín"
$ 1.400.000,"Apartamento en Medellín, Antioquia",2 Habs. ,1 Baño,50 m²,"Apartamento en arriendo en aranjuez, medellín"
$ 1.500.000,"Apartamento en Medellín, Antioquia",3 Habs. ,2 Baños,55 m²,"Apartamento en arriendo en el salvador, medellín"
$ 2.000.000,"Apartamento en Medellín, Antioquia",3 Habs. ,2 Baños,65 m²,"Apartamento en arriendo en belén, medellín"
$ 3.250.000,"Apartamento en Medellín, Antioquia",2 Habs. ,2 Baños,77 m²,"Apartamento en arriendo en el poblado, medellín"
$ 2.300.000,"Apartamento en Medellín, Antioquia",2 Habs. ,3 Baños,90 m²,"Apartamento en arriendo en calasanz, medellín"
$ 2.700.000,"Apartamento en Medellín, Antioquia",2 Habs. ,2 Baños,69 m²,"Apartamento en arriendo en laureles, medellín"
$ 10.500.000,"Apartamento en Medellín, Antioquia",3 Habs. ,5 Baños,180 m²,"Apartamento en arriendo en loma benedictinos, envigado"
$ 10.300.000,"Casa en Medellín, Antioquia",3 Habs. ,3 Baños,315 m²,"Casa en arriendo en el tesoro, medellín"
$ 6.000.000,"Apartamento en Medellín, Antioquia",3 Habs. ,3 Baños,113 m²,Apartamento en arriendo en medellín
$ 1.700.000,"Apartamento en Medellín, Antioquia",3 Habs. ,2 Baños,70 m²,"Apartamento en arriendo en belén rincón, medellín"
